0,3/23/2017,18:17:53,24.00,74.60,371
5,3/23/2017,18:17:53
6,3/23/2017,18:18:6
0,3/23/2017,18:19:53,24.00,74.60,357
5,3/23/2017,18:19:53
6,3/23/2017,18:20:6
1,3/23/2017,18:20:49
2,3/23/2017,18:21:49,174.53
0,3/23/2017,18:21:53,24.00,74.60,354
5,3/23/2017,18:21:53
6,3/23/2017,18:22:6
0,3/23/2017,18:23:53,24.00,74.50,354
5,3/23/2017,18:23:53
6,3/23/2017,18:24:6
0,3/23/2017,18:25:53,24.00,74.80,358
5,3/23/2017,18:25:53
6,3/23/2017,18:26:6
0,3/23/2017,18:27:53,24.00,74.30,358
5,3/23/2017,18:27:53
6,3/23/2017,18:28:6
0,3/23/2017,18:29:53,23.90,74.70,356
5,3/23/2017,18:29:53
6,3/23/2017,18:30:6
0,3/23/2017,18:31:53,23.90,74.40,356
5,3/23/2017,18:31:53
6,3/23/2017,18:32:6
0,3/23/2017,18:33:53,23.90,74.40,347
5,3/23/2017,18:33:53
6,3/23/2017,18:34:6
1,3/23/2017,18:35:49
0,3/23/2017,18:35:53,23.90,74.40,359
5,3/23/2017,18:35:53
6,3/23/2017,18:36:6
2,3/23/2017,18:36:49,172.27
0,3/23/2017,18:37:53,23.90,74.60,355
5,3/23/2017,18:37:53
6,3/23/2017,18:38:6
0,3/23/2017,18:39:53,23.90,74.60,351
5,3/23/2017,18:39:53
6,3/23/2017,18:40:6
0,3/23/2017,18:41:53,23.90,74.70,339
5,3/23/2017,18:41:53
6,3/23/2017,18:42:6
0,3/23/2017,18:43:53,23.90,74.10,343
5,3/23/2017,18:43:53
6,3/23/2017,18:44:6
0,3/23/2017,18:45:53,23.90,74.60,344
5,3/23/2017,18:45:53
6,3/23/2017,18:46:6
0,3/23/2017,18:47:53,23.90,74.60,342
5,3/23/2017,18:47:53
6,3/23/2017,18:48:6
0,3/23/2017,18:49:53,23.90,74.70,347
5,3/23/2017,18:49:53
6,3/23/2017,18:50:6
1,3/23/2017,18:50:49
2,3/23/2017,18:51:49,173.20
0,3/23/2017,18:51:53,23.90,75.10,346
5,3/23/2017,18:51:53
6,3/23/2017,18:52:6
0,3/23/2017,18:53:53,23.80,74.60,338
5,3/23/2017,18:53:53
6,3/23/2017,18:54:6
0,3/23/2017,18:55:53,23.80,74.50,342
5,3/23/2017,18:55:53
6,3/23/2017,18:56:6
0,3/23/2017,18:57:53,23.80,74.20,340
5,3/23/2017,18:57:53
