0,3/4/2017,11:06:11,30.3,30.1,1261
2,3/4/2017,11:07:10,,,
0,3/4/2017,11:08:11,30.3,30.3,995
5,3/4/2017,11:08:11,,,
6,3/4/2017,11:08:19,,,
0,3/4/2017,11:10:11,30.3,30.3,1250
0,3/4/2017,11:12:11,30.3,30.3,984
5,3/4/2017,11:12:11,,,
6,3/4/2017,11:12:19,,,
0,3/4/2017,11:14:11,30.3,30.2,1261
0,3/4/2017,11:16:11,30.3,30.1,988
5,3/4/2017,11:16:11,,,
6,3/4/2017,11:16:19,,,
0,3/4/2017,11:18:11,30.3,30.1,1262
0,3/4/2017,11:20:11,30.3,30.3,998
5,3/4/2017,11:20:11,,,
6,3/4/2017,11:20:19,,,
1,3/4/2017,11:21:10,,,
2,3/4/2017,11:22:10,,,
0,3/4/2017,11:22:11,30.3,30.6,1272
0,3/4/2017,11:24:11,30.3,30.6,996
5,3/4/2017,11:24:11,,,
6,3/4/2017,11:24:19,,,
0,3/4/2017,11:26:11,30.3,30.5,1249
0,3/4/2017,11:28:11,30.2,30.5,997
5,3/4/2017,11:28:11,,,
6,3/4/2017,11:28:19,,,
0,3/4/2017,11:30:11,30.2,30.5,1270
0,3/4/2017,11:32:11,30.3,30.7,1023
5,3/4/2017,11:32:11,,,
6,3/4/2017,11:32:19,,,
0,3/4/2017,11:34:11,30.3,30.8,1286
1,3/4/2017,11:36:10,,,
0,3/4/2017,11:36:11,30.3,30.9,1014
5,3/4/2017,11:36:11,,,
6,3/4/2017,11:36:19,,,
2,3/4/2017,11:37:10,,,
0,3/4/2017,11:38:11,30.3,30.6,1272
0,3/4/2017,11:40:11,30.3,30.5,1002
5,3/4/2017,11:40:11,,,
6,3/4/2017,11:40:19,,,
0,3/4/2017,11:42:11,30.3,30.5,1289
0,3/4/2017,11:44:11,30.3,30.5,1019
5,3/4/2017,11:44:11,,,
6,3/4/2017,11:44:19,,,
0,3/4/2017,11:46:11,30.3,30.7,1295
0,3/4/2017,11:48:11,30.3,30.7,1031
5,3/4/2017,11:48:11,,,
6,3/4/2017,11:48:19,,,
